月,研究者名,分野,希望予算,希望職位,アクセス数,マッチング数
2027-05,研究者49,バイオ,100,教授,37,13
2027-05,研究者38,バイオ,700,准教授,436,4
2027-05,研究者98,ロボティクス,100,助教,201,19
2027-05,研究者24,エネルギー,300,准教授,87,11
2027-05,研究者15,AI,500,講師,404,12
2027-05,研究者15,エネルギー,700,准教授,380,2
2027-05,研究者16,ロボティクス,200,准教授,461,5
2027-05,研究者6,バイオ,700,助教,89,12
2027-05,研究者85,材料工学,1000,助教,229,3
2027-05,研究者48,ロボティクス,100,特任研究員,272,2
2027-05,研究者26,エネルギー,1000,准教授,103,4
2027-05,研究者21,エネルギー,200,助教,70,18
2027-05,研究者23,エネルギー,1000,助教,136,13
2027-06,研究者24,エネルギー,500,教授,28,17
2027-06,研究者100,環境科学,500,准教授,102,11
2027-06,研究者8,エネルギー,200,教授,236,16
2027-06,研究者11,ロボティクス,300,講師,262,1
2027-06,研究者4,AI,100,講師,315,3
2027-06,研究者12,ロボティクス,1000,准教授,335,19
2027-06,研究者78,AI,200,特任研究員,211,5
2027-06,研究者44,環境科学,100,助教,248,12
2027-06,研究者51,バイオ,200,助教,10,19
2027-06,研究者5,バイオ,200,講師,412,12
2027-06,研究者50,AI,1000,特任研究員,18,16
2027-06,研究者16,エネルギー,500,助教,197,15
2027-06,研究者1,AI,100,准教授,195,14
2027-06,研究者79,材料工学,100,准教授,298,20
2027-07,研究者78,エネルギー,300,特任研究員,26,11
2027-07,研究者91,環境科学,700,特任研究員,106,1
2027-07,研究者50,材料工学,700,講師,455,1
2027-07,研究者19,AI,200,准教授,190,5
2027-07,研究者40,エネルギー,500,助教,250,2
2027-07,研究者76,AI,500,助教,474,16
2027-07,研究者28,材料工学,1000,准教授,457,3
2027-07,研究者78,材料工学,500,特任研究員,90,16
2027-07,研究者75,材料工学,1000,講師,178,6
2027-07,研究者100,環境科学,500,特任研究員,203,4
2027-07,研究者15,バイオ,300,准教授,126,1
2027-07,研究者57,エネルギー,200,教授,390,1
2027-07,研究者37,ロボティクス,100,講師,184,11
2027-07,研究者39,AI,700,准教授,248,16
2027-07,研究者25,AI,500,講師,497,15
2027-07,研究者77,バイオ,500,教授,244,14
2027-07,研究者15,ロボティクス,300,助教,449,10
2027-07,研究者30,環境科学,1000,特任研究員,357,12
2027-07,研究者47,バイオ,200,教授,248,10
2027-07,研究者33,環境科学,300,特任研究員,390,10
2027-07,研究者81,AI,100,准教授,93,4
2027-07,研究者61,AI,200,特任研究員,39,3
2027-07,研究者85,バイオ,1000,特任研究員,19,7
2027-08,研究者12,バイオ,700,教授,304,1
2027-08,研究者17,バイオ,1000,講師,121,6
2027-08,研究者72,バイオ,1000,特任研究員,20,14
2027-08,研究者10,材料工学,200,助教,272,10
2027-08,研究者6,環境科学,500,助教,327,15
2027-08,研究者80,環境科学,500,特任研究員,286,10
2027-08,研究者71,ロボティクス,500,特任研究員,118,13
2027-08,研究者58,エネルギー,300,助教,228,0
2027-08,研究者8,材料工学,1000,助教,109,12
2027-08,研究者9,バイオ,200,講師,16,11
2027-08,研究者62,ロボティクス,1000,教授,119,4
2027-08,研究者9,AI,200,教授,182,17
2027-08,研究者72,材料工学,700,特任研究員,160,9
2027-09,研究者97,バイオ,100,教授,460,12
2027-09,研究者5,バイオ,1000,准教授,126,20
2027-09,研究者47,材料工学,100,准教授,252,15
2027-09,研究者89,バイオ,700,講師,222,10
2027-09,研究者9,環境科学,200,特任研究員,432,5
2027-09,研究者91,ロボティクス,100,教授,235,18
2027-09,研究者27,バイオ,1000,教授,161,8
2027-09,研究者37,材料工学,200,講師,34,4
2027-09,研究者55,環境科学,300,講師,156,17
2027-09,研究者1,エネルギー,100,助教,243,17
2027-09,研究者54,エネルギー,100,特任研究員,66,6
2027-09,研究者62,環境科学,200,講師,427,7
2027-09,研究者79,エネルギー,700,特任研究員,27,16
2027-09,研究者83,バイオ,1000,教授,391,20
2027-09,研究者99,AI,200,講師,65,15
2027-09,研究者26,環境科学,100,助教,146,14
2027-09,研究者30,材料工学,100,教授,116,20
2027-09,研究者58,AI,300,特任研究員,237,10
2027-09,研究者7,ロボティクス,300,助教,175,11
2027-09,研究者60,環境科学,100,教授,239,18
2027-09,研究者50,バイオ,200,教授,127,11
2027-09,研究者30,AI,100,特任研究員,423,8
2027-09,研究者9,材料工学,1000,助教,196,13
2027-09,研究者52,エネルギー,300,助教,44,13
2027-09,研究者91,環境科学,300,講師,245,4
2027-09,研究者50,ロボティクス,100,助教,39,18
2027-09,研究者46,ロボティクス,1000,助教,239,1
2027-09,研究者22,バイオ,300,教授,418,8
2027-09,研究者15,環境科学,300,講師,93,18
2027-09,研究者97,材料工学,100,助教,203,8
2027-10,研究者29,エネルギー,700,特任研究員,380,12
2027-10,研究者29,材料工学,200,教授,451,19
2027-10,研究者56,ロボティクス,200,助教,381,8
2027-10,研究者95,バイオ,1000,特任研究員,44,15
2027-10,研究者49,環境科学,500,講師,412,20
2027-10,研究者14,バイオ,700,教授,370,17
2027-10,研究者56,エネルギー,500,講師,188,6
2027-10,研究者43,AI,200,特任研究員,141,17
2027-10,研究者58,バイオ,700,准教授,97,16
2027-10,研究者74,AI,700,特任研究員,80,12
2027-10,研究者80,バイオ,100,特任研究員,116,0
2027-10,研究者4,AI,500,助教,126,19
2027-11,研究者90,AI,100,助教,306,7
2027-11,研究者94,材料工学,500,准教授,412,0
2027-11,研究者70,材料工学,1000,准教授,230,10
2027-11,研究者45,環境科学,300,准教授,420,13
2027-11,研究者82,バイオ,300,助教,270,11
2027-11,研究者61,バイオ,1000,准教授,201,2
2027-11,研究者58,環境科学,300,准教授,102,13
2027-11,研究者74,ロボティクス,500,講師,399,14
2027-11,研究者4,エネルギー,300,准教授,55,14
2027-11,研究者22,エネルギー,700,准教授,206,19
2027-11,研究者56,バイオ,300,助教,108,18
2027-11,研究者47,材料工学,700,講師,187,1
2027-11,研究者41,環境科学,700,特任研究員,109,20
2027-11,研究者69,材料工学,500,教授,122,11
2027-11,研究者12,ロボティクス,300,特任研究員,290,6
2027-11,研究者33,環境科学,700,准教授,245,18
2027-11,研究者44,材料工学,300,准教授,32,8
2027-11,研究者55,バイオ,200,特任研究員,139,1
2027-11,研究者54,エネルギー,700,教授,486,17
2027-11,研究者54,エネルギー,200,特任研究員,214,0
2027-12,研究者9,材料工学,300,准教授,163,1
2027-12,研究者45,環境科学,300,教授,425,3
2027-12,研究者100,AI,200,教授,499,0
2027-12,研究者22,エネルギー,200,講師,327,3
2027-12,研究者61,AI,300,教授,274,4
2027-12,研究者45,バイオ,700,助教,242,4
2027-12,研究者78,材料工学,700,講師,426,3
2027-12,研究者81,バイオ,500,准教授,410,1
2027-12,研究者34,エネルギー,200,准教授,20,17
2027-12,研究者57,ロボティクス,200,助教,10,5
2027-12,研究者100,材料工学,200,特任研究員,46,1
2027-12,研究者77,環境科学,1000,准教授,42,16
2027-12,研究者54,材料工学,100,准教授,351,9
2027-12,研究者54,バイオ,200,准教授,52,10
2027-12,研究者44,エネルギー,500,助教,468,20
2027-12,研究者9,AI,1000,講師,237,20
2027-12,研究者25,材料工学,700,特任研究員,133,8
2027-12,研究者18,環境科学,300,准教授,401,3
2027-12,研究者11,エネルギー,700,教授,199,17
2027-12,研究者92,エネルギー,1000,講師,37,8
2027-12,研究者98,エネルギー,300,教授,326,12
2027-12,研究者91,環境科学,300,特任研究員,71,12
2027-12,研究者82,材料工学,1000,教授,370,0
2027-12,研究者31,エネルギー,100,助教,404,11
2027-12,研究者29,エネルギー,1000,特任研究員,313,2
2027-12,研究者100,AI,1000,助教,230,2
2028-01,研究者70,環境科学,700,特任研究員,329,7
2028-01,研究者77,環境科学,300,准教授,340,4
2028-01,研究者74,エネルギー,300,講師,204,13
2028-01,研究者17,環境科学,200,准教授,469,14
2028-01,研究者80,材料工学,500,教授,271,9
2028-01,研究者78,バイオ,300,助教,261,5
2028-01,研究者19,バイオ,100,教授,172,15
2028-01,研究者92,ロボティクス,700,教授,239,18
2028-01,研究者81,エネルギー,100,准教授,134,10
2028-01,研究者3,エネルギー,200,助教,64,18
2028-01,研究者1,ロボティクス,300,助教,457,9
2028-01,研究者35,材料工学,700,特任研究員,185,3
2028-01,研究者57,材料工学,200,講師,361,3
2028-01,研究者19,バイオ,200,准教授,251,16
2028-01,研究者58,バイオ,700,教授,322,15
2028-01,研究者3,環境科学,300,助教,158,20
2028-01,研究者26,ロボティクス,100,特任研究員,315,14
2028-01,研究者47,ロボティクス,200,特任研究員,286,18
2028-01,研究者55,バイオ,100,准教授,127,0
2028-01,研究者32,材料工学,500,准教授,26,12
2028-01,研究者92,エネルギー,700,准教授,415,3
2028-02,研究者32,ロボティクス,500,助教,365,15
2028-02,研究者90,ロボティクス,700,助教,36,13
2028-02,研究者57,環境科学,500,助教,22,20
2028-02,研究者25,バイオ,200,講師,89,15
2028-02,研究者27,AI,500,講師,51,0
2028-02,研究者14,環境科学,300,准教授,493,7
2028-02,研究者20,AI,300,助教,178,5
2028-02,研究者42,バイオ,500,助教,160,15
2028-02,研究者40,AI,100,特任研究員,216,4
2028-02,研究者52,エネルギー,200,講師,303,2
2028-02,研究者98,エネルギー,500,講師,192,16
2028-02,研究者3,エネルギー,1000,助教,57,1
2028-02,研究者11,ロボティクス,700,准教授,301,8
2028-02,研究者5,エネルギー,300,講師,308,19
2028-03,研究者62,バイオ,300,准教授,175,16
2028-03,研究者87,エネルギー,700,講師,117,15
2028-03,研究者91,エネルギー,200,特任研究員,304,3
2028-03,研究者15,AI,300,特任研究員,123,13
2028-03,研究者74,バイオ,200,講師,145,19
2028-03,研究者61,バイオ,700,講師,56,19
2028-03,研究者26,ロボティクス,200,講師,462,16
2028-03,研究者19,材料工学,300,特任研究員,476,12
2028-03,研究者73,材料工学,200,助教,53,3
2028-03,研究者29,エネルギー,300,教授,298,7
2028-03,研究者43,ロボティクス,700,講師,53,15
2028-03,研究者51,エネルギー,300,教授,332,4
2028-03,研究者49,エネルギー,100,准教授,146,13
2028-03,研究者61,バイオ,700,教授,96,13
2028-04,研究者69,エネルギー,300,教授,15,9
2028-04,研究者96,エネルギー,300,講師,440,10
2028-04,研究者44,バイオ,200,准教授,120,5
2028-04,研究者12,材料工学,300,助教,120,20
2028-04,研究者52,材料工学,1000,特任研究員,393,18
2028-04,研究者37,ロボティクス,1000,准教授,424,19
2028-04,研究者88,ロボティクス,500,講師,186,20
2028-04,研究者84,エネルギー,1000,教授,79,0
2028-04,研究者6,エネルギー,1000,特任研究員,152,14
2028-04,研究者2,エネルギー,500,准教授,315,15
2028-04,研究者49,ロボティクス,100,講師,453,14
2028-04,研究者20,AI,300,特任研究員,391,18
2028-04,研究者95,ロボティクス,500,講師,484,10
2028-04,研究者32,AI,700,教授,249,9
2028-04,研究者82,エネルギー,700,教授,126,16
2028-04,研究者40,材料工学,500,特任研究員,89,7
2028-04,研究者63,バイオ,200,准教授,23,16
2028-04,研究者23,エネルギー,300,講師,388,0
2028-04,研究者80,AI,200,助教,88,17
2028-04,研究者94,環境科学,500,教授,299,4
2028-05,研究者79,材料工学,500,准教授,343,18
2028-05,研究者38,AI,700,講師,467,2
2028-05,研究者39,ロボティクス,500,教授,103,5
2028-05,研究者44,エネルギー,1000,准教授,283,19
2028-05,研究者15,ロボティクス,500,教授,12,0
2028-05,研究者30,環境科学,100,教授,255,6
2028-05,研究者17,環境科学,100,講師,261,0
2028-05,研究者21,環境科学,300,教授,229,16
2028-05,研究者46,環境科学,700,准教授,11,17
2028-05,研究者9,バイオ,300,准教授,495,12
2028-05,研究者47,材料工学,1000,講師,368,9
2028-05,研究者50,環境科学,100,助教,122,17
2028-05,研究者26,ロボティクス,1000,講師,207,12
2028-05,研究者55,バイオ,700,准教授,381,8
2028-05,研究者32,バイオ,200,講師,84,20
2028-05,研究者88,AI,300,講師,108,2
2028-05,研究者81,ロボティクス,200,教授,14,18
2028-06,研究者93,環境科学,100,教授,259,17
2028-06,研究者29,AI,100,講師,90,4
2028-06,研究者60,環境科学,300,助教,295,19
2028-06,研究者88,環境科学,200,教授,483,10
2028-06,研究者31,エネルギー,300,准教授,367,14
2028-06,研究者79,エネルギー,300,助教,242,4
2028-06,研究者50,バイオ,200,特任研究員,93,7
2028-06,研究者44,環境科学,100,准教授,153,7
2028-06,研究者21,バイオ,200,助教,367,10
2028-06,研究者6,材料工学,300,教授,340,4
2028-06,研究者61,エネルギー,1000,助教,416,19
2028-06,研究者5,材料工学,1000,講師,431,5
2028-06,研究者48,バイオ,700,特任研究員,379,12
2028-06,研究者10,材料工学,1000,特任研究員,109,14
2028-06,研究者11,環境科学,100,助教,57,4
2028-06,研究者11,エネルギー,500,講師,253,12
2028-06,研究者91,エネルギー,300,特任研究員,348,7
2028-06,研究者38,ロボティクス,100,教授,453,13
2028-06,研究者3,AI,100,准教授,73,2
2028-07,研究者30,AI,300,特任研究員,140,6
2028-07,研究者19,材料工学,300,特任研究員,344,15
2028-07,研究者26,AI,200,准教授,311,2
2028-07,研究者16,バイオ,300,准教授,439,14
2028-07,研究者58,エネルギー,300,特任研究員,407,16
2028-07,研究者78,環境科学,1000,講師,413,2
2028-07,研究者30,環境科学,100,助教,420,1
2028-07,研究者70,環境科学,100,助教,312,3
2028-07,研究者65,材料工学,300,講師,134,16
2028-07,研究者44,材料工学,700,特任研究員,292,14
2028-07,研究者70,ロボティクス,1000,特任研究員,148,17
2028-07,研究者99,ロボティクス,1000,准教授,224,15
2028-07,研究者43,ロボティクス,100,助教,167,20
2028-07,研究者58,環境科学,100,教授,419,16
2028-07,研究者46,バイオ,700,助教,356,2
2028-07,研究者79,エネルギー,300,教授,234,19
2028-08,研究者62,AI,100,特任研究員,31,9
2028-08,研究者46,エネルギー,300,講師,206,5
2028-08,研究者98,環境科学,300,教授,288,16
2028-08,研究者65,材料工学,300,教授,456,1
2028-08,研究者20,ロボティクス,200,教授,258,11
2028-08,研究者83,バイオ,700,助教,449,0
2028-08,研究者11,エネルギー,700,准教授,112,6
2028-08,研究者37,エネルギー,500,助教,156,5
2028-08,研究者56,バイオ,1000,講師,229,9
2028-08,研究者72,エネルギー,300,講師,41,5
2028-08,研究者21,ロボティクス,1000,教授,197,8
2028-08,研究者27,ロボティクス,1000,教授,339,18
2028-08,研究者20,材料工学,500,教授,357,14
2028-08,研究者59,材料工学,1000,教授,40,18
2028-08,研究者15,AI,500,講師,367,14
2028-08,研究者39,ロボティクス,1000,特任研究員,179,8
2028-08,研究者4,エネルギー,500,准教授,419,16
2028-08,研究者98,エネルギー,1000,講師,159,6
2028-08,研究者35,材料工学,500,特任研究員,207,7
2028-08,研究者11,材料工学,1000,講師,33,10
2028-08,研究者9,バイオ,700,講師,196,3
2028-08,研究者19,エネルギー,700,特任研究員,227,2
2028-08,研究者74,ロボティクス,200,教授,355,16
2028-08,研究者18,エネルギー,300,准教授,428,20
2028-08,研究者80,材料工学,1000,特任研究員,451,2
2028-08,研究者17,環境科学,100,准教授,249,4
2028-08,研究者83,AI,200,教授,12,5
2028-08,研究者29,AI,200,講師,270,13
2028-08,研究者46,ロボティクス,100,講師,419,19
2028-09,研究者9,AI,100,助教,129,5
2028-09,研究者87,バイオ,200,講師,407,17
2028-09,研究者25,バイオ,700,准教授,307,10
2028-09,研究者69,バイオ,200,准教授,42,17
2028-09,研究者61,AI,100,講師,149,0
2028-09,研究者70,環境科学,1000,教授,391,7
2028-09,研究者70,エネルギー,300,助教,50,2
2028-09,研究者72,AI,700,教授,138,0
2028-09,研究者32,環境科学,1000,教授,206,12
2028-09,研究者46,ロボティクス,700,准教授,280,7
2028-09,研究者88,材料工学,100,講師,485,19
2028-09,研究者4,環境科学,700,特任研究員,50,13
2028-09,研究者28,エネルギー,1000,特任研究員,425,14
2028-09,研究者73,ロボティクス,300,講師,441,11
2028-09,研究者1,バイオ,1000,准教授,91,15
2028-09,研究者98,材料工学,500,講師,172,5
2028-09,研究者5,ロボティクス,100,講師,408,5
2028-09,研究者28,エネルギー,500,講師,420,13
2028-09,研究者52,環境科学,200,准教授,184,19
2028-09,研究者92,エネルギー,200,講師,298,2
2028-09,研究者48,エネルギー,700,講師,492,9
2028-09,研究者33,環境科学,1000,助教,111,17
2028-09,研究者89,環境科学,700,特任研究員,228,8
2028-09,研究者86,環境科学,100,教授,286,18
2028-09,研究者96,バイオ,1000,講師,84,7
2028-09,研究者18,エネルギー,200,准教授,82,12
2028-09,研究者67,ロボティクス,100,教授,456,4
2028-09,研究者44,ロボティクス,1000,助教,447,2
2028-09,研究者75,材料工学,500,特任研究員,475,10
2028-09,研究者23,AI,100,教授,366,2
2028-10,研究者19,ロボティクス,500,特任研究員,141,3
2028-10,研究者57,ロボティクス,1000,准教授,431,20
2028-10,研究者24,バイオ,700,講師,356,12
2028-10,研究者67,エネルギー,300,助教,64,9
2028-10,研究者1,エネルギー,100,特任研究員,48,9
2028-10,研究者53,エネルギー,100,教授,153,19
2028-10,研究者26,エネルギー,200,助教,387,20
2028-10,研究者56,材料工学,100,特任研究員,27,7
2028-10,研究者58,バイオ,100,特任研究員,344,11
2028-10,研究者21,ロボティクス,500,講師,365,5
2028-10,研究者54,エネルギー,300,講師,281,19
2028-10,研究者82,ロボティクス,100,准教授,31,11
2028-11,研究者41,エネルギー,1000,特任研究員,117,19
2028-11,研究者74,エネルギー,300,講師,445,11
2028-11,研究者47,バイオ,200,教授,425,3
2028-11,研究者37,環境科学,500,講師,33,14
2028-11,研究者51,エネルギー,1000,助教,75,13
2028-11,研究者60,環境科学,100,助教,341,4
2028-11,研究者95,ロボティクス,200,特任研究員,175,4
2028-11,研究者36,ロボティクス,700,准教授,247,18
2028-11,研究者48,エネルギー,300,講師,488,0
2028-11,研究者83,エネルギー,300,講師,228,17
2028-11,研究者19,バイオ,1000,特任研究員,196,6
2028-11,研究者67,ロボティクス,500,講師,197,2
2028-11,研究者99,AI,200,准教授,278,14
2028-11,研究者80,環境科学,200,准教授,355,10
2028-11,研究者96,材料工学,100,講師,113,4
2028-11,研究者32,材料工学,1000,特任研究員,101,7
2028-11,研究者78,ロボティクス,100,准教授,157,10
2028-11,研究者40,材料工学,200,講師,454,10
2028-11,研究者18,エネルギー,100,教授,498,0
2028-11,研究者46,ロボティクス,700,助教,381,19
2028-11,研究者8,AI,100,講師,279,12
2028-11,研究者20,ロボティクス,1000,助教,276,12
2028-11,研究者84,バイオ,200,助教,254,15
2028-11,研究者6,ロボティクス,200,特任研究員,147,11
2028-11,研究者69,ロボティクス,1000,教授,397,4
2028-11,研究者52,環境科学,700,教授,46,4
2028-12,研究者53,エネルギー,100,助教,311,10
2028-12,研究者42,材料工学,700,講師,332,16
2028-12,研究者57,バイオ,500,講師,427,1
2028-12,研究者12,AI,100,講師,383,14
2028-12,研究者68,材料工学,100,准教授,251,7
2028-12,研究者53,環境科学,700,准教授,351,20
2028-12,研究者40,バイオ,700,教授,296,11
2028-12,研究者99,環境科学,100,教授,143,9
2028-12,研究者3,環境科学,700,特任研究員,442,9
2028-12,研究者94,AI,200,特任研究員,234,2
2028-12,研究者46,環境科学,1000,助教,176,13
2028-12,研究者14,AI,500,講師,491,6
2028-12,研究者93,バイオ,100,教授,146,7
2028-12,研究者62,材料工学,300,教授,280,5
2028-12,研究者46,エネルギー,1000,講師,259,16
2028-12,研究者82,AI,700,准教授,161,7
2028-12,研究者10,環境科学,500,特任研究員,50,11
2028-12,研究者43,エネルギー,500,教授,264,10
2028-12,研究者64,エネルギー,500,特任研究員,324,20
2028-12,研究者15,環境科学,100,特任研究員,329,0
2028-12,研究者97,環境科学,200,特任研究員,263,1
2028-12,研究者43,エネルギー,100,特任研究員,57,1
2028-12,研究者39,材料工学,500,助教,184,3
2028-12,研究者99,材料工学,1000,助教,319,8
2028-12,研究者81,エネルギー,700,教授,75,9
2028-12,研究者72,材料工学,500,特任研究員,169,14
2028-12,研究者62,ロボティクス,200,教授,229,20
2028-12,研究者8,環境科学,100,特任研究員,40,6
2028-12,研究者36,AI,1000,助教,136,0
2029-01,研究者56,エネルギー,1000,講師,420,11
2029-01,研究者93,材料工学,1000,講師,371,0
2029-01,研究者58,環境科学,700,特任研究員,231,16
2029-01,研究者29,エネルギー,100,特任研究員,186,13
2029-01,研究者100,バイオ,700,講師,385,7
2029-01,研究者13,AI,300,特任研究員,204,12
2029-01,研究者65,環境科学,100,助教,140,10
2029-01,研究者91,バイオ,100,特任研究員,81,7
2029-01,研究者82,AI,300,助教,382,15
2029-01,研究者69,AI,200,講師,471,5
2029-01,研究者21,材料工学,700,特任研究員,286,12
2029-01,研究者13,環境科学,100,講師,375,9
2029-01,研究者11,環境科学,1000,特任研究員,41,3
2029-01,研究者1,ロボティクス,200,助教,101,10
2029-01,研究者53,ロボティクス,500,教授,237,10
2029-01,研究者95,バイオ,700,准教授,204,6
2029-01,研究者72,材料工学,200,助教,105,6
2029-01,研究者31,材料工学,100,特任研究員,92,20
2029-01,研究者66,AI,200,特任研究員,349,1
2029-01,研究者17,材料工学,100,准教授,465,12
2029-01,研究者17,AI,1000,講師,89,9
2029-01,研究者94,ロボティクス,100,講師,192,13
2029-01,研究者4,ロボティクス,1000,特任研究員,156,20
2029-02,研究者92,材料工学,1000,助教,75,0
2029-02,研究者49,ロボティクス,100,講師,135,11
2029-02,研究者33,AI,500,准教授,236,15
2029-02,研究者16,エネルギー,100,准教授,154,19
2029-02,研究者27,環境科学,300,准教授,333,2
2029-02,研究者88,ロボティクス,100,特任研究員,500,19
2029-02,研究者29,バイオ,100,講師,319,19
2029-02,研究者99,材料工学,1000,准教授,99,8
2029-02,研究者63,ロボティクス,1000,特任研究員,202,1
2029-02,研究者84,ロボティクス,1000,特任研究員,281,9
2029-02,研究者49,バイオ,700,教授,214,8
2029-02,研究者89,AI,200,講師,59,6
2029-02,研究者73,AI,700,特任研究員,301,13
2029-02,研究者51,エネルギー,200,助教,121,20
2029-02,研究者34,材料工学,300,教授,475,16
2029-02,研究者38,環境科学,100,准教授,184,13
2029-03,研究者86,材料工学,100,特任研究員,114,5
2029-03,研究者63,エネルギー,1000,准教授,448,17
2029-03,研究者78,環境科学,100,助教,87,9
2029-03,研究者11,ロボティクス,700,助教,436,20
2029-03,研究者71,AI,200,助教,99,8
2029-03,研究者67,エネルギー,500,講師,24,3
2029-03,研究者35,AI,200,助教,303,11
2029-03,研究者36,環境科学,200,助教,426,20
2029-03,研究者26,材料工学,300,講師,53,14
2029-03,研究者84,環境科学,1000,准教授,446,17
2029-03,研究者46,バイオ,100,講師,272,8
2029-03,研究者85,材料工学,100,教授,381,17
2029-03,研究者67,ロボティクス,300,准教授,187,14
2029-03,研究者29,エネルギー,500,特任研究員,340,12
2029-03,研究者60,バイオ,300,講師,125,6
2029-04,研究者2,ロボティクス,500,講師,408,13
2029-04,研究者37,材料工学,100,講師,325,10
2029-04,研究者96,エネルギー,700,特任研究員,376,11
2029-04,研究者71,環境科学,300,講師,497,8
2029-04,研究者49,環境科学,700,准教授,232,2
2029-04,研究者32,バイオ,100,特任研究員,360,7
2029-04,研究者47,ロボティクス,200,講師,213,9
2029-04,研究者71,環境科学,1000,講師,357,15
2029-04,研究者79,バイオ,100,助教,275,11
2029-04,研究者12,バイオ,500,特任研究員,435,2
2029-04,研究者99,材料工学,100,助教,469,17
2029-04,研究者46,AI,300,助教,274,7
2029-04,研究者79,材料工学,200,講師,445,14
2029-04,研究者34,AI,200,特任研究員,153,2
2029-04,研究者56,AI,700,教授,74,3
2029-04,研究者16,AI,700,特任研究員,254,17
2029-04,研究者27,環境科学,700,助教,200,15
2029-04,研究者77,材料工学,700,教授,146,9
2029-04,研究者68,ロボティクス,100,特任研究員,140,11
2029-04,研究者98,エネルギー,200,助教,154,7
2029-04,研究者80,AI,500,准教授,442,3
2029-04,研究者52,バイオ,700,助教,371,18
2029-04,研究者3,環境科学,100,准教授,27,12
2029-04,研究者63,AI,200,准教授,225,11
2029-05,研究者81,材料工学,500,准教授,68,0
2029-05,研究者43,ロボティクス,1000,教授,484,12
2029-05,研究者48,エネルギー,100,講師,11,6
2029-05,研究者83,環境科学,700,特任研究員,198,1
2029-05,研究者79,バイオ,200,助教,308,1
2029-05,研究者55,エネルギー,100,講師,271,3
2029-05,研究者87,材料工学,500,助教,445,9
2029-05,研究者43,材料工学,500,教授,121,5
2029-05,研究者43,AI,200,准教授,297,16
2029-05,研究者3,エネルギー,500,特任研究員,399,18
2029-05,研究者2,バイオ,1000,教授,267,11
2029-05,研究者47,エネルギー,1000,講師,291,1
2029-05,研究者5,バイオ,300,准教授,45,1
2029-05,研究者35,ロボティクス,200,准教授,137,19
2029-05,研究者99,ロボティクス,500,教授,262,0
2029-05,研究者38,バイオ,300,講師,234,15
2029-05,研究者40,材料工学,1000,講師,228,15
2029-06,研究者43,AI,1000,教授,27,12
2029-06,研究者36,バイオ,1000,助教,108,10
2029-06,研究者86,エネルギー,500,講師,170,2
2029-06,研究者89,ロボティクス,100,特任研究員,120,13
2029-06,研究者55,環境科学,500,講師,96,1
2029-06,研究者87,エネルギー,1000,特任研究員,313,13
2029-06,研究者30,AI,700,教授,392,0
2029-06,研究者15,AI,200,教授,158,12
2029-06,研究者32,バイオ,700,助教,403,11
2029-06,研究者47,エネルギー,200,講師,461,7
2029-06,研究者82,環境科学,1000,准教授,471,11
2029-06,研究者89,環境科学,500,講師,31,7
2029-06,研究者23,環境科学,1000,講師,20,5
2029-06,研究者83,AI,200,准教授,141,14
2029-06,研究者82,AI,100,特任研究員,442,12
2029-06,研究者37,エネルギー,1000,助教,126,5
2029-06,研究者10,AI,200,特任研究員,45,0
2029-06,研究者67,環境科学,1000,特任研究員,143,12
2029-06,研究者24,環境科学,500,准教授,494,5
2029-06,研究者43,エネルギー,500,教授,158,8
2029-06,研究者97,AI,700,助教,487,13
2029-06,研究者57,環境科学,1000,准教授,93,18
2029-07,研究者39,環境科学,1000,助教,171,12
2029-07,研究者97,バイオ,500,特任研究員,30,3
2029-07,研究者44,バイオ,700,教授,368,17
2029-07,研究者4,バイオ,200,特任研究員,254,19
2029-07,研究者78,AI,500,教授,119,15
2029-07,研究者100,材料工学,700,教授,87,14
2029-07,研究者98,AI,200,准教授,458,19
2029-07,研究者33,環境科学,500,講師,293,16
2029-07,研究者55,ロボティクス,300,助教,319,3
2029-07,研究者54,AI,1000,特任研究員,52,6
2029-07,研究者100,ロボティクス,200,助教,335,9
2029-07,研究者17,環境科学,300,准教授,374,15
2029-07,研究者63,バイオ,300,助教,207,10
2029-07,研究者12,バイオ,700,教授,378,7
2029-07,研究者86,バイオ,200,助教,498,20
2029-07,研究者75,ロボティクス,1000,特任研究員,210,1
2029-07,研究者26,AI,1000,教授,323,1
2029-07,研究者42,バイオ,1000,講師,280,9
2029-07,研究者71,エネルギー,200,助教,11,17
2029-07,研究者44,エネルギー,1000,助教,180,11
2029-07,研究者66,環境科学,700,特任研究員,324,6
2029-08,研究者12,ロボティクス,1000,助教,157,16
2029-08,研究者27,環境科学,300,特任研究員,457,7
2029-08,研究者74,材料工学,500,准教授,178,10
2029-08,研究者92,環境科学,100,教授,280,20
2029-08,研究者85,バイオ,1000,講師,77,14
2029-08,研究者55,AI,700,教授,213,9
2029-08,研究者35,ロボティクス,200,特任研究員,386,9
2029-08,研究者93,エネルギー,500,特任研究員,116,13
2029-08,研究者67,材料工学,700,助教,46,0
2029-08,研究者35,バイオ,100,教授,187,20
2029-08,研究者29,ロボティクス,500,教授,355,11
2029-08,研究者26,バイオ,300,特任研究員,241,1
2029-08,研究者63,材料工学,100,准教授,78,15
2029-09,研究者26,材料工学,100,特任研究員,147,14
2029-09,研究者93,バイオ,200,准教授,12,3
2029-09,研究者81,ロボティクス,100,講師,239,0
2029-09,研究者97,環境科学,500,助教,332,17
